"time","species","w","N"
11,"Sprat",0.191,44790845092.198
12,"Sprat",0.191,88557966216.7484
13,"Sprat",0.191,148196135659.711
14,"Sprat",0.191,216196226312.563
15,"Sprat",0.191,283817738157.979
16,"Sprat",0.191,344965002171.027
17,"Sprat",0.191,397215808599.972
18,"Sprat",0.191,441238869077.816
19,"Sprat",0.191,481245706710.526
20,"Sprat",0.191,528154433809.044
21,"Sprat",0.191,600455064546.567
22,"Sprat",0.191,706356688151.817
23,"Sprat",0.191,813014537934.59
24,"Sprat",0.191,857993266944.177
25,"Sprat",0.191,805787307722.605
26,"Sprat",0.191,674064573017.553
27,"Sprat",0.191,509998702127.971
28,"Sprat",0.191,356769120291.3
29,"Sprat",0.191,236801332877.298
30,"Sprat",0.191,153092250118.519
31,"Sprat",0.191,98570042239.7311
32,"Sprat",0.191,64141540108.038
33,"Sprat",0.191,42443278486.9377
34,"Sprat",0.191,28554770887.6583
35,"Sprat",0.191,19495668578.9494
36,"Sprat",0.191,13524932632.8836
37,"Sprat",0.191,9603119421.83979
38,"Sprat",0.191,7072036959.83126
39,"Sprat",0.191,5494697625.36576
40,"Sprat",0.191,4581239715.90941
0,"Sprat",0.213,906049128.640537
1,"Sprat",0.213,1041052112.15337
2,"Sprat",0.213,1077741479.15759
3,"Sprat",0.213,1083810359.73791
4,"Sprat",0.213,1084474345.14197
5,"Sprat",0.213,1085400419.95959
6,"Sprat",0.213,1103210514.79189
7,"Sprat",0.213,1259221477.18986
8,"Sprat",0.213,2110690842.85996
9,"Sprat",0.213,5424878477.65873
10,"Sprat",0.213,15050595752.0009
11,"Sprat",0.213,36414769584.5403
12,"Sprat",0.213,73487154697.7048
13,"Sprat",0.213,125228171684.609
14,"Sprat",0.213,185408404840.446
15,"Sprat",0.213,246167188346.272
16,"Sprat",0.213,301682464524.799
17,"Sprat",0.213,349399058898.815
18,"Sprat",0.213,389582987539.185
19,"Sprat",0.213,425505053042.763
20,"Sprat",0.213,465990263611.949
21,"Sprat",0.213,527003532527.507
22,"Sprat",0.213,618427740553.596
23,"Sprat",0.213,716235402681.633
24,"Sprat",0.213,765905446498
25,"Sprat",0.213,730508056582.675
26,"Sprat",0.213,620081028436.884
27,"Sprat",0.213,474934121346.068
28,"Sprat",0.213,335248397674.929
29,"Sprat",0.213,223713461543.375
30,"Sprat",0.213,144906026311.506
31,"Sprat",0.213,93229548876.1586
32,"Sprat",0.213,60531823758.3159
33,"Sprat",0.213,39951656072.9
34,"Sprat",0.213,26817037034.8288
35,"Sprat",0.213,18271861051.1487
36,"Sprat",0.213,12645409167.2694
37,"Sprat",0.213,8946175110.22302
38,"Sprat",0.213,6551824772.76356
39,"Sprat",0.213,5051141794.46535
40,"Sprat",0.213,4170675789.41243
0,"Sprat",0.236,783106973.918263
1,"Sprat",0.236,920176280.363062
2,"Sprat",0.236,960493914.265104
3,"Sprat",0.236,967687089.180278
4,"Sprat",0.236,968523771.844474
5,"Sprat",0.236,969121434.397984
6,"Sprat",0.236,981124189.869354
7,"Sprat",0.236,1093027389.13212
8,"Sprat",0.236,1729051821.11871
9,"Sprat",0.236,4288827297.15229
10,"Sprat",0.236,11958330336.8098
11,"Sprat",0.236,29491892759.9459
12,"Sprat",0.236,60768953945.0675
13,"Sprat",0.236,105511588630.742
14,"Sprat",0.236,158638772344.316
15,"Sprat",0.236,213139703040.87
16,"Sprat",0.236,263494994500.92
17,"Sprat",0.236,307061316301.69
18,"Sprat",0.236,343773889356.78
19,"Sprat",0.236,376142033150.813
20,"Sprat",0.236,411254433784.713
21,"Sprat",0.236,462731043041.528
22,"Sprat",0.236,541247847449.613
23,"Sprat",0.236,630069399132.042
24,"Sprat",0.236,682397104129.707
25,"Sprat",0.236,661096976350.061
26,"Sprat",0.236,569685224242.147
27,"Sprat",0.236,441978612036.422
28,"Sprat",0.236,315016584929.518
29,"Sprat",0.236,211470924196.468
30,"Sprat",0.236,137300532897
31,"Sprat",0.236,88293682806.1374
32,"Sprat",0.236,57203569504.7
33,"Sprat",0.236,37654919707.8665
34,"Sprat",0.236,25214538237.3317
35,"Sprat",0.236,17143696593.684
36,"Sprat",0.236,11836433967.2969
37,"Sprat",0.236,8344654743.50644
38,"Sprat",0.236,6078592658.79019
39,"Sprat",0.236,4650771440.14108
40,"Sprat",0.236,3803149985.29587
0,"Sprat",0.262,673642044.46923
1,"Sprat",0.262,811488606.345112
2,"Sprat",0.262,855406177.410343
3,"Sprat",0.262,863868263.831045
4,"Sprat",0.262,864921606.979182
5,"Sprat",0.262,865327707.919745
6,"Sprat",0.262,873320367.733614
7,"Sprat",0.262,952917052.924703
8,"Sprat",0.262,1424899810.63166
9,"Sprat",0.262,3390573097.38438
10,"Sprat",0.262,9469241121.47043
11,"Sprat",0.262,23790440289.547
12,"Sprat",0.262,50067705603.1615
13,"Sprat",0.262,88623611926.7265
14,"Sprat",0.262,135398114811.161
15,"Sprat",0.262,184194688719.704
16,"Sprat",0.262,229820175116.561
17,"Sprat",0.262,269582978579.075
18,"Sprat",0.262,303147259294.862
19,"Sprat",0.262,332406019249.236
20,"Sprat",0.262,363017107069.03
21,"Sprat",0.262,406470987983.715
22,"Sprat",0.262,473576479348.488
23,"Sprat",0.262,553499376287.818
24,"Sprat",0.262,606796140116.325
25,"Sprat",0.262,597153560644.373
26,"Sprat",0.262,522636309663.533
27,"Sprat",0.262,410975581881.913
28,"Sprat",0.262,295966481464.758
29,"Sprat",0.262,200001041895.649
30,"Sprat",0.262,130227488461.492
31,"Sprat",0.262,83730326070.1154
32,"Sprat",0.262,54135098372.0008
33,"Sprat",0.262,35538178820.7275
34,"Sprat",0.262,23736768030.6309
35,"Sprat",0.262,16103417520.9598
36,"Sprat",0.262,11091913013.0406
37,"Sprat",0.262,7793422681.73574
38,"Sprat",0.262,5647679174.09818
39,"Sprat",0.262,4289018947.2688
40,"Sprat",0.262,3473835180.87056
0,"Sprat",0.292,576461885.689779
1,"Sprat",0.292,713733180.330627
2,"Sprat",0.292,761136891.524815
3,"Sprat",0.292,771013038.350497
4,"Sprat",0.292,772333604.182643
5,"Sprat",0.292,772639361.504614
6,"Sprat",0.292,777895687.815079
7,"Sprat",0.292,834010513.639121
8,"Sprat",0.292,1181851014.78876
9,"Sprat",0.292,2682209019.63745
10,"Sprat",0.292,7473544567.80127
11,"Sprat",0.292,19112567448.1491
12,"Sprat",0.292,41091988362.2556
13,"Sprat",0.292,74193405153.8171
14,"Sprat",0.292,115255209351.835
15,"Sprat",0.292,158854632243.719
16,"Sprat",0.292,200143012090.06
17,"Sprat",0.292,236416113217.787
18,"Sprat",0.292,267117129746.511
19,"Sprat",0.292,293640032639.403
20,"Sprat",0.292,320470702370.518
21,"Sprat",0.292,357201945835.574
22,"Sprat",0.292,414300530383.664
23,"Sprat",0.292,485590917401.014
24,"Sprat",0.292,538480519012.029
25,"Sprat",0.292,538310278693.933
26,"Sprat",0.292,478715771370.351
27,"Sprat",0.292,381782996109.595
28,"Sprat",0.292,277999823702.762
29,"Sprat",0.292,189236670425.819
30,"Sprat",0.292,123642354351.195
31,"Sprat",0.292,79510049772.7793
32,"Sprat",0.292,51306667214.0516
33,"Sprat",0.292,33587926991.7932
34,"Sprat",0.292,22374228723.1733
35,"Sprat",0.292,15144035722.763
36,"Sprat",0.292,10406376121.124
37,"Sprat",0.292,7287886169.22384
38,"Sprat",0.292,5254934351.80112
39,"Sprat",0.292,3961839414.76427
40,"Sprat",0.292,3178480491.39027
0,"Sprat",0.324,490495346.279962
1,"Sprat",0.324,625814255.923346
2,"Sprat",0.324,676496669.144852
3,"Sprat",0.324,687926943.955613
4,"Sprat",0.324,689572812.944642
5,"Sprat",0.324,689840451.430768
6,"Sprat",0.324,693253697.679623
7,"Sprat",0.324,732440499.002948
8,"Sprat",0.324,986935524.356332
9,"Sprat",0.324,2124921496.61255
10,"Sprat",0.324,5879906845.3968
11,"Sprat",0.324,15289728713.9616
12,"Sprat",0.324,33589018811.2927
13,"Sprat",0.324,61895686010.6284
14,"Sprat",0.324,97829752641.5193
15,"Sprat",0.324,136697464255.736
16,"Sprat",0.324,174007829192.74
17,"Sprat",0.324,207075807132.727
18,"Sprat",0.324,235166087211.13
19,"Sprat",0.324,259268236927.84
20,"Sprat",0.324,282913448961.792
21,"Sprat",0.324,314030926788.166
22,"Sprat",0.324,362423092654.202
23,"Sprat",0.324,425485464261.029
24,"Sprat",0.324,476873016549.986
25,"Sprat",0.324,484229074754.685
26,"Sprat",0.324,437725489032.997
27,"Sprat",0.324,354272307183.953
28,"Sprat",0.324,261026573552.552
29,"Sprat",0.324,179115632924.508
30,"Sprat",0.324,117503901574.62
31,"Sprat",0.324,75605818280.1379
32,"Sprat",0.324,48700275278.8446
33,"Sprat",0.324,31791910697.9838
34,"Sprat",0.324,21118335521.7377
35,"Sprat",0.324,14259257244.7269
36,"Sprat",0.324,9774913068.43918
37,"Sprat",0.324,6823936668.90773
38,"Sprat",0.324,4896661222.29744
39,"Sprat",0.324,3665647821.7456
40,"Sprat",0.324,2913339124.38908
0,"Sprat",0.36,414770342.441114
1,"Sprat",0.36,546777352.693946
2,"Sprat",0.36,600432502.169267
3,"Sprat",0.36,613545091.697628
4,"Sprat",0.36,615582283.971684
5,"Sprat",0.36,615856557.411162
6,"Sprat",0.36,618046145.735389
7,"Sprat",0.36,645136592.100935
8,"Sprat",0.36,829916677.441931
9,"Sprat",0.36,1687380949.06197
10,"Sprat",0.36,4612586545.2559
11,"Sprat",0.36,12178664587.2166
12,"Sprat",0.36,27339780763.2182
13,"Sprat",0.36,51445171553.1644
14,"Sprat",0.36,82786197356.2365
15,"Sprat",0.36,117349888152.637
16,"Sprat",0.36,151011182872.499
17,"Sprat",0.36,181132621542.566
18,"Sprat",0.36,206836796306.808
19,"Sprat",0.36,228785205344.35
20,"Sprat",0.36,249735117953.353
21,"Sprat",0.36,276178336705.368
22,"Sprat",0.36,317053232702.018
23,"Sprat",0.36,372394345270.074
24,"Sprat",0.36,421436572996.594
25,"Sprat",0.36,434598111937.331
26,"Sprat",0.36,399485931258.039
27,"Sprat",0.36,328327513134.809
28,"Sprat",0.36,244964315463.981
29,"Sprat",0.36,169580221712.002
30,"Sprat",0.36,111773814202.328
31,"Sprat",0.36,71992715262.9632
32,"Sprat",0.36,46299487319.4796
33,"Sprat",0.36,30139011427.187
34,"Sprat",0.36,19961331357.9254
35,"Sprat",0.36,13443415619.1594
36,"Sprat",0.36,9193117366.71827
37,"Sprat",0.36,6397898462.26714
38,"Sprat",0.36,4569564783.37509
39,"Sprat",0.36,3397264391.32179
40,"Sprat",0.36,2675105858.18228
0,"Sprat",0.4,348394883.633622
1,"Sprat",0.4,475791548.950436
2,"Sprat",0.4,532014202.888318
3,"Sprat",0.4,546917582.378231
4,"Sprat",0.4,549419926.027043
5,"Sprat",0.4,549736045.971922
6,"Sprat",0.4,551126554.539027
7,"Sprat",0.4,569654558.047499
8,"Sprat",0.4,702738677.534246
9,"Sprat",0.4,1344398107.88649
10,"Sprat",0.4,3608991449.49241
11,"Sprat",0.4,9657919387.60936
12,"Sprat",0.4,22154781089.2444
13,"Sprat",0.4,42591739020.9184
14,"Sprat",0.4,69828375203.8591
15,"Sprat",0.4,100481546297.277
16,"Sprat",0.4,130795659468.074
17,"Sprat",0.4,158205999613.703
18,"Sprat",0.4,181724649416.727
19,"Sprat",0.4,201746700685.438
20,"Sprat",0.4,220404656781.014
21,"Sprat",0.4,242964492917.064
22,"Sprat",0.4,277396622187.426
23,"Sprat",0.4,325593583768.262
24,"Sprat",0.4,371670224882.93
25,"Sprat",0.4,389128737626.581
26,"Sprat",0.4,363834459657.411
27,"Sprat",0.4,303844323861.65
28,"Sprat",0.4,229737754079.664
29,"Sprat",0.4,160576766191.247
30,"Sprat",0.4,106416325444.48
31,"Sprat",0.4,68647687530.9941
32,"Sprat",0.4,44089270269.0024
33,"Sprat",0.4,28619139245.9751
34,"Sprat",0.4,18896211093.1043
35,"Sprat",0.4,12691412876.5902
36,"Sprat",0.4,8657036711.45263
37,"Sprat",0.4,6006483556.45309
38,"Sprat",0.4,4270707415.18177
39,"Sprat",0.4,3153867021.07737
40,"Sprat",0.4,2460862787.69528
0,"Sprat",0.444,290541394.190261
1,"Sprat",0.444,412132748.738516
2,"Sprat",0.444,470422513.123245
3,"Sprat",0.444,487196875.968953
4,"Sprat",0.444,490245223.671168
5,"Sprat",0.444,490634296.400997
6,"Sprat",0.444,491513445.135118
7,"Sprat",0.444,504041720.851928
8,"Sprat",0.444,599079602.547856
9,"Sprat",0.444,1075804353.4244
10,"Sprat",0.444,2817590577.01948
11,"Sprat",0.444,7624816844.86369
12,"Sprat",0.444,17870345073.6924
13,"Sprat",0.444,35116204683.2231
14,"Sprat",0.444,58694802412.7723
15,"Sprat",0.444,85799913622.2702
16,"Sprat",0.444,113044438176.043
17,"Sprat",0.444,137958497205.627
18,"Sprat",0.444,159471379938.735
19,"Sprat",0.444,177761745478.697
20,"Sprat",0.444,194459485426.026
21,"Sprat",0.444,213797547022.306
22,"Sprat",0.444,242746901556.72
23,"Sprat",0.444,284419368034.755
24,"Sprat",0.444,327105590045.529
25,"Sprat",0.444,347552657326.96
26,"Sprat",0.444,330623711937.652
27,"Sprat",0.444,280729414662.947
28,"Sprat",0.444,215278304992.879
29,"Sprat",0.444,152055265092.998
30,"Sprat",0.444,101397883637.618
31,"Sprat",0.444,65549302954.7292
32,"Sprat",0.444,42055840609.2745
33,"Sprat",0.444,27223136031.3881
34,"Sprat",0.444,17916653934.1068
35,"Sprat",0.444,11998667321.9992
36,"Sprat",0.444,8163129269.88186
37,"Sprat",0.444,5646752075.99436
38,"Sprat",0.444,3997469879.04748
39,"Sprat",0.444,2932949815.34305
40,"Sprat",0.444,2268032184.20306
0,"Sprat",0.493,240434315.480718
1,"Sprat",0.493,355167822.222432
2,"Sprat",0.493,414938516.760018
3,"Sprat",0.493,433626902.46586
4,"Sprat",0.493,437307578.664996
5,"Sprat",0.493,437800324.09245
6,"Sprat",0.493,438361144.202237
7,"Sprat",0.493,446731050.477674
8,"Sprat",0.493,513990862.535134
9,"Sprat",0.493,865520918.814831
10,"Sprat",0.493,2196131492.30901
11,"Sprat",0.493,5992831288.90079
12,"Sprat",0.493,14345377013.8195
13,"Sprat",0.493,28826636787.7526
14,"Sprat",0.493,49154578098.2374
15,"Sprat",0.493,73045824401.779
16,"Sprat",0.493,97476519709.3601
17,"Sprat",0.493,120090726147.337
18,"Sprat",0.493,139759502071.734
19,"Sprat",0.493,156485793151.838
20,"Sprat",0.493,171496241833.65
21,"Sprat",0.493,188162687505.375
22,"Sprat",0.493,212477679773.18
23,"Sprat",0.493,248264069819.833
24,"Sprat",0.493,287303880923.243
25,"Sprat",0.493,309619313093.917
26,"Sprat",0.493,299720038602.425
27,"Sprat",0.493,258899745797.286
28,"Sprat",0.493,201523771131.497
29,"Sprat",0.493,143969082637.225
30,"Sprat",0.493,96686846506.3428
31,"Sprat",0.493,62677519116.5306
32,"Sprat",0.493,40186519600.7439
33,"Sprat",0.493,25942686642.1843
34,"Sprat",0.493,17016963012.0372
35,"Sprat",0.493,11361067292.7318
36,"Sprat",0.493,7708225097.30741
37,"Sprat",0.493,5316077434.05843
38,"Sprat",0.493,3747517161.50566
39,"Sprat",0.493,2732286894.29166
40,"Sprat",0.493,2094335486.42374
0,"Sprat",0.548,197340894.198199
1,"Sprat",0.548,304339628.472995
2,"Sprat",0.548,364934013.586911
3,"Sprat",0.548,385533714.387625
4,"Sprat",0.548,389936081.612035
5,"Sprat",0.548,390565353.906085
6,"Sprat",0.548,390936547.375794
7,"Sprat",0.548,396458052.036413
8,"Sprat",0.548,443607415.612775
9,"Sprat",0.548,700787209.748662
10,"Sprat",0.548,1710120210.23418
11,"Sprat",0.548,4689301510.39365
12,"Sprat",0.548,11458522614.6476
13,"Sprat",0.548,23555130289.1418
14,"Sprat",0.548,41003798220.911
15,"Sprat",0.548,61989551191.1394
16,"Sprat",0.548,83842534805.8269
17,"Sprat",0.548,104336915565.351
18,"Sprat",0.548,122307460978.54
19,"Sprat",0.548,137614839205.373
20,"Sprat",0.548,151162789226.321
21,"Sprat",0.548,165612508847.59
22,"Sprat",0.548,186035094818.382
23,"Sprat",0.548,216572704799.986
24,"Sprat",0.548,251853418295.103
25,"Sprat",0.548,275093471316.777
26,"Sprat",0.548,271001972410.206
27,"Sprat",0.548,238281926240.319
28,"Sprat",0.548,188418096787.59
29,"Sprat",0.548,136274709334.576
30,"Sprat",0.548,92253203333.1089
31,"Sprat",0.548,60013459713.268
32,"Sprat",0.548,38469593506.6283
33,"Sprat",0.548,24770236302.3181
34,"Sprat",0.548,16192011159.6577
35,"Sprat",0.548,10774930229.2278
36,"Sprat",0.548,7289492082.2207
37,"Sprat",0.548,5012115681.74444
38,"Sprat",0.548,3518768529.94643
39,"Sprat",0.548,2549900773.47552
40,"Sprat",0.548,1937757584.38915
0,"Sprat",0.608,160564963.645803
1,"Sprat",0.608,259153026.350671
2,"Sprat",0.608,319862544.139537
3,"Sprat",0.608,342317489.342727
4,"Sprat",0.608,347530556.308067
5,"Sprat",0.608,348332990.556749
6,"Sprat",0.608,348600559.170255
7,"Sprat",0.608,352195711.762399
8,"Sprat",0.608,384915750.835432
9,"Sprat",0.608,571523032.001609
10,"Sprat",0.608,1331527195.51736
11,"Sprat",0.608,3653442173.72856
12,"Sprat",0.608,9105678972.84438
13,"Sprat",0.608,19154980930.4368
14,"Sprat",0.608,34062418254.3173
15,"Sprat",0.608,52427366136.8681
16,"Sprat",0.608,71921058823.6821
17,"Sprat",0.608,90461010380.721
18,"Sprat",0.608,106865394706.508
19,"Sprat",0.608,120880335389.756
20,"Sprat",0.608,133151320272.829
21,"Sprat",0.608,145758444708.688
22,"Sprat",0.608,162930878462.09
23,"Sprat",0.608,188839736449.828
24,"Sprat",0.608,220367612513.843
25,"Sprat",0.608,243753031999.155
26,"Sprat",0.608,244358715318.606
27,"Sprat",0.608,218811599149.678
28,"Sprat",0.608,175911190260.847
29,"Sprat",0.608,128931589105.918
30,"Sprat",0.608,88068326117.4665
31,"Sprat",0.608,57539196205.5734
32,"Sprat",0.608,36894175850.7969
33,"Sprat",0.608,23698912390.9169
34,"Sprat",0.608,15437191963.9428
35,"Sprat",0.608,10236966484.7612
36,"Sprat",0.608,6904405921.0106
37,"Sprat",0.608,4732778526.55616
38,"Sprat",0.608,3309371257.73022
39,"Sprat",0.608,2384034708.54804
40,"Sprat",0.608,1796515679.28622
0,"Sprat",0.676,129443418.801598
1,"Sprat",0.676,219162053.968493
2,"Sprat",0.676,279250800.191964
3,"Sprat",0.676,303445690.666672
4,"Sprat",0.676,309553748.075918
5,"Sprat",0.676,310570708.880411
6,"Sprat",0.676,310793202.687433
7,"Sprat",0.676,313103697.984744
8,"Sprat",0.676,335568890.785359
9,"Sprat",0.676,469803340.71996
10,"Sprat",0.676,1037688139.82789
11,"Sprat",0.676,2834614249.71121
12,"Sprat",0.676,7197805854.85826
13,"Sprat",0.676,15498204733.14
14,"Sprat",0.676,28171506498.4757
15,"Sprat",0.676,44178524354.587
16,"Sprat",0.676,61515368940.3928
17,"Sprat",0.676,78253237613.9164
18,"Sprat",0.676,93211423995.0134
19,"Sprat",0.676,106044790312.68
20,"Sprat",0.676,117192412813.215
21,"Sprat",0.676,128263171331.759
22,"Sprat",0.676,142735884579.977
23,"Sprat",0.676,164606134722.351
24,"Sprat",0.676,192483372402.251
25,"Sprat",0.676,215387077243.442
26,"Sprat",0.676,219688634377.379
27,"Sprat",0.676,200432826132.963
28,"Sprat",0.676,163958804447.959
29,"Sprat",0.676,121902015064.309
30,"Sprat",0.676,84104752474.1734
31,"Sprat",0.676,55237532848.5501
32,"Sprat",0.676,35450068610.7211
33,"Sprat",0.676,22722448667.6115
34,"Sprat",0.676,14748375160.9028
35,"Sprat",0.676,9744247374.16454
36,"Sprat",0.676,6550723713.51921
37,"Sprat",0.676,4476209595.60489
38,"Sprat",0.676,3117677557.29434
39,"Sprat",0.676,2233128486.88069
40,"Sprat",0.676,1669032105.8963
0,"Sprat",0.751,103344985.590156
1,"Sprat",0.751,183958502.172279
2,"Sprat",0.751,242690215.776757
3,"Sprat",0.751,268447187.438142
4,"Sprat",0.751,275524549.278124
5,"Sprat",0.751,276802447.867389
6,"Sprat",0.751,277021607.001377
7,"Sprat",0.751,278488779.998399
8,"Sprat",0.751,293739534.911884
9,"Sprat",0.751,389427354.110687
10,"Sprat",0.751,810372568.699536
11,"Sprat",0.751,2190821483.69833
12,"Sprat",0.751,5658998755.05715
13,"Sprat",0.751,12473356261.91
14,"Sprat",0.751,23190837476.6662
15,"Sprat",0.751,37082617120.0497
16,"Sprat",0.751,52450589229.3022
17,"Sprat",0.751,67527080925.5433
18,"Sprat",0.751,81148398522.9511
19,"Sprat",0.751,92897957286.1028
20,"Sprat",0.751,103049909396.336
21,"Sprat",0.751,112833894191.626
22,"Sprat",0.751,125074052978.311
23,"Sprat",0.751,143456612611.018
24,"Sprat",0.751,167859894131.461
25,"Sprat",0.751,189794179790.764
26,"Sprat",0.751,196897765860.796
27,"Sprat",0.751,183097447530.465
28,"Sprat",0.751,152522462473.346
29,"Sprat",0.751,115151096552.905
30,"Sprat",0.751,80336004928.1632
31,"Sprat",0.751,53091794141.6608
32,"Sprat",0.751,34127619096.2508
33,"Sprat",0.751,21835109697.0706
34,"Sprat",0.751,14121865366.806
35,"Sprat",0.751,9294177009.24334
36,"Sprat",0.751,6226460851.33794
37,"Sprat",0.751,4240763597.03988
38,"Sprat",0.751,2942224332.27437
39,"Sprat",0.751,2095797223.36118
40,"Sprat",0.751,1553910592.56896
0,"Sprat",0.834,81670802.8415831
1,"Sprat",0.834,153162116.711151
2,"Sprat",0.834,209828608.803301
3,"Sprat",0.834,236907125.703586
4,"Sprat",0.834,245012169.957971
5,"Sprat",0.834,246602141.560287
6,"Sprat",0.834,246850249.64974
7,"Sprat",0.834,247774046.051188
8,"Sprat",0.834,258004021.842589
9,"Sprat",0.834,325566609.401008
10,"Sprat",0.834,634997022.045043
11,"Sprat",0.834,1687404584.56781
12,"Sprat",0.834,4424790034.1992
13,"Sprat",0.834,9983605363.89719
14,"Sprat",0.834,18996781253.0728
15,"Sprat",0.834,30997249436.9029
16,"Sprat",0.834,44571176356.5192
17,"Sprat",0.834,58116612159.0584
18,"Sprat",0.834,70501038637.7487
19,"Sprat",0.834,81253525018.5647
20,"Sprat",0.834,90516508537.9922
21,"Sprat",0.834,99216436567.6229
22,"Sprat",0.834,109616790277.061
23,"Sprat",0.834,125016976881.484
24,"Sprat",0.834,146177774527.359
25,"Sprat",0.834,166780992675.199
26,"Sprat",0.834,175898335631.573
27,"Sprat",0.834,166764396921.133
28,"Sprat",0.834,141569412638.276
29,"Sprat",0.834,108646799689.018
30,"Sprat",0.834,76736453400.382
31,"Sprat",0.834,51085615021.7451
32,"Sprat",0.834,32917569154.863
33,"Sprat",0.834,21031612860.0014
34,"Sprat",0.834,13554362985.5589
35,"Sprat",0.834,8884467482.33913
36,"Sprat",0.834,5929870939.85443
37,"Sprat",0.834,4024988105.71169
38,"Sprat",0.834,2781715425.89494
39,"Sprat",0.834,1970812784.14457
40,"Sprat",0.834,1449915509.52915
0,"Sprat",0.926,63856282.4928712
1,"Sprat",0.926,126412634.835579
2,"Sprat",0.926,180361830.077168
3,"Sprat",0.926,208462334.982551
4,"Sprat",0.926,217631168.710951
5,"Sprat",0.926,219588059.541579
6,"Sprat",0.926,219892966.163983
7,"Sprat",0.926,220475000.119748
8,"Sprat",0.926,227251087.779864
9,"Sprat",0.926,274478863.000148
10,"Sprat",0.926,499962681.125341
11,"Sprat",0.926,1295908744.89319
12,"Sprat",0.926,3440649421.39525
13,"Sprat",0.926,7945037600.36334
14,"Sprat",0.926,15480449999.4707
15,"Sprat",0.926,25796002318.828
16,"Sprat",0.926,37738705006.1081
17,"Sprat",0.926,49874135769.8436
18,"Sprat",0.926,61113420480.9434
19,"Sprat",0.926,70946239350.9314
20,"Sprat",0.926,79409969571.9798
21,"Sprat",0.926,87190053597.2053
22,"Sprat",0.926,96077756039.0669
23,"Sprat",0.926,108951543541.197
24,"Sprat",0.926,127138386351.02
25,"Sprat",0.926,146161137971.912
26,"Sprat",0.926,156607312868.953
27,"Sprat",0.926,151398950313.368
28,"Sprat",0.926,131072593645.431
29,"Sprat",0.926,102360062505.875
30,"Sprat",0.926,73281229972.4383
31,"Sprat",0.926,49202735935.36
32,"Sprat",0.926,31810893361.1644
33,"Sprat",0.926,20307044842.6641
34,"Sprat",0.926,13042925872.5433
35,"Sprat",0.926,8513116927.18864
36,"Sprat",0.926,5659428549.19641
37,"Sprat",0.926,3827607766.28138
38,"Sprat",0.926,2635006104.31362
39,"Sprat",0.926,1857087521.43421
40,"Sprat",0.926,1355953721.9664
0,"Sprat",1.03,49373696.8955604
1,"Sprat",1.03,103363796.850176
2,"Sprat",1.03,154025468.310488
3,"Sprat",1.03,182797053.270133
4,"Sprat",1.03,193037258.156169
5,"Sprat",1.03,195417861.383513
6,"Sprat",1.03,195806345.884544
7,"Sprat",1.03,196181017.561962
8,"Sprat",1.03,200610481.780895
9,"Sprat",1.03,233276717.237846
10,"Sprat",1.03,396099977.327136
11,"Sprat",1.03,993103396.954447
12,"Sprat",1.03,2660659423.80604
13,"Sprat",1.03,6285148418.839
14,"Sprat",1.03,12546067880.1812
15,"Sprat",1.03,21366645011.7063
16,"Sprat",1.03,31829917561.1578
17,"Sprat",1.03,42668108112.3597
18,"Sprat",1.03,52846759949.8448
19,"Sprat",1.03,61829394949.8713
20,"Sprat",1.03,69569845423.8692
21,"Sprat",1.03,76562899786.7848
22,"Sprat",1.03,84208046261.9249
23,"Sprat",1.03,94960583330.408
24,"Sprat",1.03,110463448134.194
25,"Sprat",1.03,127754406167.013
26,"Sprat",1.03,138945023227.516
27,"Sprat",1.03,136971894361.706
28,"Sprat",1.03,121010587406.539
29,"Sprat",1.03,96264983544.0566
30,"Sprat",1.03,69946207314.6232
31,"Sprat",1.03,47426807421.4368
32,"Sprat",1.03,30798623127.6992
33,"Sprat",1.03,19656768888.6266
34,"Sprat",1.03,12584929940.855
35,"Sprat",1.03,8178389890.33859
36,"Sprat",1.03,5413814622.52475
37,"Sprat",1.03,3647510768.04709
38,"Sprat",1.03,2501089571.16859
39,"Sprat",1.03,1753660056.03472
40,"Sprat",1.03,1271058721.6531
0,"Sprat",1.14,37734964.5046767
1,"Sprat",1.14,83679378.2319128
2,"Sprat",1.14,130586747.4528
3,"Sprat",1.14,159638764.973372
4,"Sprat",1.14,170923791.063431
5,"Sprat",1.14,173784294.054494
6,"Sprat",1.14,174284219.433897
7,"Sprat",1.14,174540960.24215
8,"Sprat",1.14,177397402.40387
9,"Sprat",1.14,199741548.274601
10,"Sprat",1.14,316204993.982007
11,"Sprat",1.14,760135870.897366
12,"Sprat",1.14,2046344818.65581
13,"Sprat",1.14,4941505360.24509
14,"Sprat",1.14,10109534453.175
15,"Sprat",1.14,17609566521.3672
16,"Sprat",1.14,26735007171.3501
17,"Sprat",1.14,36381298768.2819
18,"Sprat",1.14,45577457330.2247
19,"Sprat",1.14,53772644992.5097
20,"Sprat",1.14,60854668736.9948
21,"Sprat",1.14,67168082164.7525
22,"Sprat",1.14,73791767924.0907
23,"Sprat",1.14,82777776938.8032
24,"Sprat",1.14,95894718941.6193
25,"Sprat",1.14,111386268098.299
26,"Sprat",1.14,122833855392.238
27,"Sprat",1.14,123458603767.28
28,"Sprat",1.14,111367533063.812
29,"Sprat",1.14,90339079134.8427
30,"Sprat",1.14,66708054183.4847
31,"Sprat",1.14,45741212161.8738
32,"Sprat",1.14,29871654415.3511
33,"Sprat",1.14,19076318406.1111
